"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"77417HDSNPHIGHW","HUDSON PRODUCTS CORP (CHART INDUSTRIES INC.)","9660 GRUNWALD RD, BEASLEY,TX 77417","Styrene","332410: Power Boiler and Heat Exchanger Manufacturing","13,638.00","13,640.00",".01%","Source Reduction: W19: Other changes in operating practices[-0-4%]",""
"77417HDSNPHIGHW","HUDSON PRODUCTS CORP (CHART INDUSTRIES INC.)","9660 GRUNWALD RD, BEASLEY,TX 77417","Xylene (mixed isomers)","332410: Power Boiler and Heat Exchanger Manufacturing","9,280.00","9,480.00","2.16%","Source Reduction: W58: Other process modifications[-0-4%]",""
"33513MTLND400WW","METAL INDUSTRIES LLC - BUSHNELL (NA)","400 W WALKER AVE, BUSHNELL,FL 33513","Certain glycol ethers","332323: Ornamental and Architectural Metal Work Manufacturing","19,445.00","18,595.00","-4.37%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - Maintenance schedule established for entire yearSource Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers - Minimize change over of product lineSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond - Inventory updated monthlySource Reduction: W73: Substituted coating materials used - All materials require environmental approval before purchasing Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Production, purchasing, and environmental evaluate optional material for performance and health safetyMethods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Purchasing and production review inventoryMethods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Schedule reviewed weekly.by production and salesMethods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Maintenance & production coordinate repairs and maintenance",""
"30180STHRN837EH","SOUTHERN ALUMINUM FINISHING CO WINSTON PAINT (SOUTHERN ALUMINUM FINISHING)","14100 VETERANS MEMORIAL HWY, VILLA RICA,GA 30180","Certain glycol ethers","332323: Ornamental and Architectural Metal Work Manufacturing","12,597.00","12,169.00","-3.4%","Source Reduction: W56: Reduced or eliminated use of an organic solvent[-5-14%] - Through consultation through vendors we reduced the amount of solvent used by modifying total solvent used to thin paint out. we now spray with a thicker paint reducing overall solvent used. Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Had technical reps from 2 of 3 vendors evaluate our process and provide assistance in better spray methods.   Barriers to P2: currently searching for an alternative solvent but none allow for the same quality output and have lower or exempt VOC and/or HAPs.",""
"74116MRSTR1555N","AMERISTAR PERIMETER SECURITY USA INC (ASSA ABLOY INC)","1555 N MINGO RD, TULSA,OK 74116","Manganese","332323: Ornamental and Architectural Metal Work Manufacturing","0","0","0%","Other Environmental Practices: Recycling - All Manganese is encapsulated in steel and all scrap steel is recycled.",""
"74116MRSTR1555N","AMERISTAR PERIMETER SECURITY USA INC (ASSA ABLOY INC)","1555 N MINGO RD, TULSA,OK 74116","Nickel","332323: Ornamental and Architectural Metal Work Manufacturing","0","0","0%","Other Environmental Practices: Recycling - All Nickel is encapsulated in steel and all scrap steel is recycled.",""
"74116MRSTR1555N","AMERISTAR PERIMETER SECURITY USA INC (ASSA ABLOY INC)","1555 N MINGO RD, TULSA,OK 74116","Chromium","332323: Ornamental and Architectural Metal Work Manufacturing","0","0","0%","Other Environmental Practices: Recycling - All chromium reported is encapsulated in steel and recycled",""
"74116MRSTR1555N","AMERISTAR PERIMETER SECURITY USA INC (ASSA ABLOY INC)","1555 N MINGO RD, TULSA,OK 74116","Phosphorus (yellow or white)","332323: Ornamental and Architectural Metal Work Manufacturing","0","0","0%","Other Environmental Practices: Recycling - All Phosphorus is encapsulated in steel and all scrap steel is recycled.",""
"60914LBMMT1115E","NUCOR GRATING - FISHER & LUDLOW INC (NUCOR CORP)","1115 EAST 5000N ROAD, BOURBONNAIS,IL 60914","Nickel","332323: Ornamental and Architectural Metal Work Manufacturing","0","0","0%","",""
"61049SWNSNLINDE","SWENSON SPREADER LLC (NA)","127 WALNUT ST, LINDENWOOD,IL 61049","Chromium","332322: Sheet Metal Work Manufacturing","707.40","628.20","-11.2%","Source Reduction: Source Reduction - Fume capture welding torches",""
"16323SPCLT455AL","SPECIALTY FABRICATION & POWDER COATING LLC (SPECIALTY FABRICATION & POWDER COATING LLC)","455 ALLEGHENY BLVD, FRANKLIN,PA 16323","Chromium","332322: Sheet Metal Work Manufacturing","80.00","72.00","-10%","Source Reduction: Source Reduction - Source reduction of the metal is not feasible. The metals are inherent components of the product outgoing. Reducing the metals at the source would be reducing business.Other Environmental Practices: General Environmental Management - The management of Specialty Fabrication & Powder Coating has made a commitment to reducing the amount of waste generated at the facility where feasible.",""
"9205WMTRRF393IN","BORAL ROOFING - OCEANSIDE (NA)","3093 INDUSTRY ST, OCEANSIDE,CA 92054","Manganese compounds","332322: Sheet Metal Work Manufacturing","0","0","0%","Source Reduction: W19: Other changes in operating practices[-25-49%] - Incorporated a Preventative Maintenance program to help keep machines running better",""
"2100WHRFRD2225P","HARFORD SYSTEMS LLC (NA)","2225 PULASKI HWY, ABERDEEN,MD 21001","Nickel","332322: Sheet Metal Work Manufacturing","0","0","0%","Source Reduction: W58: Other process modifications - In order to maintain a lesser inventory jobs are nested for effiency.",""
"2100WHRFRD2225P","HARFORD SYSTEMS LLC (NA)","2225 PULASKI HWY, ABERDEEN,MD 21001","Chromium","332322: Sheet Metal Work Manufacturing","0","0","0%","Source Reduction: W58: Other process modifications[-5-14%] - Jobs are nested to reduce need for inventory",""
"02763MTFBN332JO","METFAB ENGINEERING INC (NA)","332 JOHN DIETSCH BLVD, ATTLEBORO FALLS,MA 02763","Lead","332322: Sheet Metal Work Manufacturing","0","0","0%","Source Reduction: W19: Other changes in operating practices[-0-4%] - Optimizing layouts prior to fabrication remains the key focus to reducing scrap  Barriers to P2: Lead sheeting thickness and coverage area is specified.  There are no alternative approved materials to provide the required electronics shielding.Barriers to P2: Optimized layout prior to fabrication continues to be a primary focus",""
"97113SHLDN300N2","SHELDON MANUFACTURING INC (NA)","300 N. 26TH AVE., CORNELIUS,OR 97113","Chromium","332322: Sheet Metal Work Manufacturing","0","0","0%","Source Reduction: W58: Other process modifications[-0-4%] - Attempt to more efficiently optimize sheet utilization Methods to Identify SR Opportunities: T05 : EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM) - Kanbaning key components to reduce inefficient nesting",""
"1470WDWSNM825AL","DAWSON METAL CO INC (NA)","825 ALLEN ST, JAMESTOWN,NY 14701","Chromium","332322: Sheet Metal Work Manufacturing","240.00","378.00","57.5%","Other Environmental Practices: General Environmental Management - The management of Dawson Metal Company has made a commitment to reducing the amount of waste generated at the facility where feasible.Source Reduction: Source Reduction - Source Reduction of chromium is not feasible. The metals are inherent components of the products outgoing. Reducing the metals at the source would be reducing business.",""
"16301MNNSTRTE8N","SPECIALTY FABRICATION & POWDER COATING LLC (SPECIALTY FABRICATION & POWDER COATING LLC)","427 STATE RT 8, OIL CITY,PA 16301","Chromium","332322: Sheet Metal Work Manufacturing","42.00","111.00","164.29%","Source Reduction: Source Reduction - Source reduction of the metal is not feasible. The metals are inherent components of the product outgoing. Reducing the metals at the source would be reducing business.Other Environmental Practices: General Environmental Management - The management of Specialty Fabrication & Powder Coating has made a commitment to reducing the amount of waste generated at the facility where feasible.",""
"55432LRSNS7421C","LARSEN'S MANUFACTURING CO (NA)","7421 COMMERCE LN NE, MINNEAPOLIS,MN 55432","Trichloroethylene","332321: Metal Window and Door Manufacturing","20,018.00","11,989.00","-40.11%","Source Reduction: W56: Reduced or eliminated use of an organic solvent",""
"31021YKKPM100FI","YKK AP AMERICA INC (YKK CORP OF AMERICA INC)","1229 HWY 441 BYPASS, DUBLIN,GA 31021","Dimethyl phthalate","332321: Metal Window and Door Manufacturing","1,094.47","774.17","-29.27%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"31021YKKPM100FI","YKK AP AMERICA INC (YKK CORP OF AMERICA INC)","1229 HWY 441 BYPASS, DUBLIN,GA 31021","Toluene","332321: Metal Window and Door Manufacturing","2,208.65","1,568.56","-28.98%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"31021YKKPM100FI","YKK AP AMERICA INC (YKK CORP OF AMERICA INC)","1229 HWY 441 BYPASS, DUBLIN,GA 31021","Certain glycol ethers","332321: Metal Window and Door Manufacturing","14,341.52","12,260.59","-14.51%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"31021YKKPM100FI","YKK AP AMERICA INC (YKK CORP OF AMERICA INC)","1229 HWY 441 BYPASS, DUBLIN,GA 31021","Xylene (mixed isomers)","332321: Metal Window and Door Manufacturing","2,712.00","2,432.00","-10.32%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"4675WTYLRM111ST","TAYLOR MADE SYSTEMS (LCI INDUSTRIES)","1101 STONEBRAKER DR, KENDALLVILLE,IN 46755","Diisocyanates","332321: Metal Window and Door Manufacturing",".09",".09","2.18%","Source Reduction: W49: Other raw material modifications[-25-49%] - Production using applicable chemicals will be slowly phased out. Methods to Identify SR Opportunities: T11 : OTHER - Production using applicable chemicals will be slowly phased out.   Barriers to P2: Alternatives result in less quality",""
"31021YKKPM100FI","YKK AP AMERICA INC (YKK CORP OF AMERICA INC)","1229 HWY 441 BYPASS, DUBLIN,GA 31021","Diisocyanates","332321: Metal Window and Door Manufacturing",".008",".01","18.5%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"14701HPSRC84HOP","HOPE'S WINDOWS INC (NA)","84 HOPKINS AVE, JAMESTOWN,NY 14701","Nickel","332321: Metal Window and Door Manufacturing","75.00","109.00","45.33%","Other Environmental Practices: General Environmental Management - The management of Hope's Windows has made a commitment to reducing the amount of waste generated at the facility where feasible.Source Reduction: Source Reduction - Source reduction of nickel is not feasible. The metal is an inherent component of the product outgoing. Reducing the metal at the source would be reducing business.",""
"14701HPSRC84HOP","HOPE'S WINDOWS INC (NA)","84 HOPKINS AVE, JAMESTOWN,NY 14701","Chromium","332321: Metal Window and Door Manufacturing","111.00","210.00","89.19%","Other Environmental Practices: General Environmental Management - The management of Hope's Windows has made a commitment to reducing the amount of waste generated at the facility where feasible.Source Reduction: Source Reduction - Source reduction of chromium is not feasible. The metal is an inherent component of the product outgoing. Reducing the metal at the source would be reducing business.",""
"4537WCLPYB14WST","CLOPAY BUILDING PRODUCTS CO INC - TROY (GRIFFON CORP)","1400 W STATE ROUTE 55, TROY,OH 45373","Methyl methacrylate","332321: Metal Window and Door Manufacturing","261.00","37,019.39","14083.67%","Other Environmental Practices: Trying to find alternative product that will work and will be as effectiveBarriers to P2: To produce product chemicals must be mixed at a specific ratio with no substitutions or adjustments to produce glue that will hold door pieces in place on substrate",""
"6870WWLNDN86WSU","WEILAND INC (NA)","806 W SOUTH AIRPORT RD - SE CNR E SOUTH AIRPORT RD & HWY 81, NORFOLK,NE 68701","Styrene","332321: Metal Window and Door Manufacturing","0","3,617.00","∞","Source Reduction: W19: Other changes in operating practices[-0-4%] - Reduce overspray, catalyze product prior to disposal to turn into hard plastic Methods to Identify SR Opportunities: T11 : OTHER - reduce overspray, catalyze product prior to disposal to turn into hard plastic   Barriers to P2: this is a chemical component in a solutionBarriers to P2: Already using high efficiency filters and closed molding operations...also have high volume low pressure spray guns to reduce misting...catalyze product to make stabileBarriers to P2: this is a chemical component in a solution",""
"6870WWLNDN86WSU","WEILAND INC (NA)","806 W SOUTH AIRPORT RD - SE CNR E SOUTH AIRPORT RD & HWY 81, NORFOLK,NE 68701","Chromium","332321: Metal Window and Door Manufacturing","0","750.00","∞","Source Reduction: W52: Modified equipment, layout, or piping - trying to better utilize material in our punch to reduce waste Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - directed staff to reduce welding operations and waste by nesting parts and being more precise in the punches and brakes so it requires less welding.   Other Environmental Practices: Recycling - We do a very good job recycling unusable material",""
"39401MSSSS3W7TH","MISSISSIPPI TANK CO (NA)","3000 W 7TH ST, HATTIESBURG,MS 39401","Chromium compounds (except for chromite ore mined in the Transvaal Region)","332313: Plate Work Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal is purchased by metal recycling entities",""
"19543RVNDS32CMM","R-V INDUSTRIES - NEW MORGAN PLANT (R-V INDUSTRIES INC)","32 COMMERCE DR BLDG. ""B"", MORGANTOWN,PA 19543","Manganese","332313: Plate Work Manufacturing","0","0","0%","Barriers to P2: Metal is required for metal fabrication and specific grade of alloy particular to the application.Other Environmental Practices: Recycling - All material not used in the product as an article component is recycled as an article component. We cut a 304 stainless plate that contains chrome, nickle, and other alloys. Part of the plate that is not used is scrap.  The scrap is sold to a recycling company in which the material is melted down and made into new 304 SS plate.",""
"19543RVNDS32CMM","R-V INDUSTRIES - NEW MORGAN PLANT (R-V INDUSTRIES INC)","32 COMMERCE DR BLDG. ""B"", MORGANTOWN,PA 19543","Nickel","332313: Plate Work Manufacturing","0","0","0%","Barriers to P2: Metal is required for metal fabrication and specific grade of alloy particular to the application.  Example: 304 Stainless Steel.Other Environmental Practices: Recycling - All material not used in the product as an article component is recycled as an article component. We cut a 304 stainless plate that contains chrome, nickel, and other alloys. Part of the plate that is not used is scrap.  The scrap is sold to a recycling company in which the material is melted down and made into new 304 SS plate.",""
"19543RVNDS32CMM","R-V INDUSTRIES - NEW MORGAN PLANT (R-V INDUSTRIES INC)","32 COMMERCE DR BLDG. ""B"", MORGANTOWN,PA 19543","Chromium","332313: Plate Work Manufacturing","0","0","0%","Barriers to P2: Metal is required for metal fabrication and specific grade of alloy particular to the application.  Example: 304 Stainless Steel.Other Environmental Practices: Recycling - All material not used in the product as an article component is recycled as an article component. We cut a 304 stainless plate that contains chrome, nickel, and other alloys. Part of the plate that is not used is scrap.  The scrap is sold to a recycling company in which the material is melted down and made into new 304 SS plate.",""
"19344RVNDS584PO","R-V INDUSTRIES INC (R-V INDUSTRIES INC)","584 POPLAR RD, HONEY BROOK,PA 19344","Nickel","332313: Plate Work Manufacturing","0","0","0%","Barriers to P2: Metal is required for metal fabrication and specific grade of alloy particular to the application.  Example: 304 Stainless Steel.Other Environmental Practices: Recycling - All material not used in the product as an article component is recycled as an article component. We cut a 304 stainless plate that contains chrome, nickel, and other alloys. Part of the plate that is not used is scrap.  The scrap is sold to a recycling company in which the material is melted down and made into new 304 SS plate.",""
"19344RVNDS584PO","R-V INDUSTRIES INC (R-V INDUSTRIES INC)","584 POPLAR RD, HONEY BROOK,PA 19344","Chromium","332313: Plate Work Manufacturing","0","0","0%","Barriers to P2: Metal is required for metal fabrication and specific grade of alloy particular to the application.  Example: 304 Stainless Steel.Other Environmental Practices: Recycling - All material not used in the product as an article component is recycled as an article component. We cut a 304 stainless plate that contains chrome, nickel, and other alloys. Part of the plate that is not used is scrap.  The scrap is sold to a recycling company in which the material is melted down and made into new 304 SS plate.",""
"3630WPCXXX985TE","APEC (QUALICO STEEL CO INC)","985 TECHNOLOGY DR, DOTHAN,AL 36303","Manganese","332312: Fabricated Structural Metal Manufacturing","280.00","0","-100%","Other Environmental Practices: Recycling - Scrap metal from fabrication are recycled to the highest extent practical.",""
"3630WPCXXX985TE","APEC (QUALICO STEEL CO INC)","985 TECHNOLOGY DR, DOTHAN,AL 36303","Nickel","332312: Fabricated Structural Metal Manufacturing","149.00","0","-100%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"65101DLNGSDIXAN","DELONG'S INC (DELONG'S INC)","301 DIX RD, JEFFERSON CITY,MO 65109","Chromium","332312: Fabricated Structural Metal Manufacturing","79.67","0","-100%","Other Environmental Practices: Recycling - All scrap metals are recycled.",""
"3630WPCXXX985TE","APEC (QUALICO STEEL CO INC)","985 TECHNOLOGY DR, DOTHAN,AL 36303","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","0","-100%","Other Environmental Practices: Recycling - Scrap metal from fabrication are recycled to the highest extent practical.",""
"65101DLNGSDIXAN","DELONG'S INC (DELONG'S INC)","301 DIX RD, JEFFERSON CITY,MO 65109","Lead","332312: Fabricated Structural Metal Manufacturing","1.27","0","-100%","Other Environmental Practices: Recycling - All scrap metals are recycled.",""
"17605HGHSTPOBOX","HIGH STEEL STRUCTURES - LANCASTER FACILITY (HIGH INDUSTRIES INC)","GREENFIELD RD. & ROUTE 340, LANCASTER,PA 17601","Manganese","332312: Fabricated Structural Metal Manufacturing","70,671.62","41.59","-99.94%","Source Reduction: W73: Substituted coating materials used[-5-14%] - Substitute lower VOC coatings when feasible",""
"65101DLNGSDIXAN","DELONG'S INC (DELONG'S INC)","301 DIX RD, JEFFERSON CITY,MO 65109","Nickel","332312: Fabricated Structural Metal Manufacturing","40.61",".18","-99.56%","Other Environmental Practices: Recycling - All scrap metals are recycled.",""
"65803CMSTR2101N","MERRILL IRON & STEEL INC (MERRILL IRON & STEEL)","2101 N PACKER RD, SPRINGFIELD,MO 65803","Chromium compounds (except for chromite ore mined in the Transvaal Region)","332312: Fabricated Structural Metal Manufacturing","7.00",".09","-98.71%","Source Reduction: W19: Other changes in operating practices",""
"76903HRSCH617AR","W&W-AFCO STEEL LLC (W&W-AFCO STEEL LLC)","614 ART ST, SAN ANGELO,TX 76903","Manganese","332312: Fabricated Structural Metal Manufacturing","9,241.00","505.00","-94.54%","Other Environmental Practices: Recycling - The scrap steel shot was shipped off site to be recycled and not sent to a landfill.",""
"65803CMSTR2101N","MERRILL IRON & STEEL INC (MERRILL IRON & STEEL)","2101 N PACKER RD, SPRINGFIELD,MO 65803","Nickel compounds","332312: Fabricated Structural Metal Manufacturing","6.00",".34","-94.33%","Source Reduction: W19: Other changes in operating practices",""
"65101DLNGSDIXAN","DELONG'S INC (DELONG'S INC)","301 DIX RD, JEFFERSON CITY,MO 65109","Manganese","332312: Fabricated Structural Metal Manufacturing","96.56","13.00","-86.54%","Other Environmental Practices: Recycling - All scrap metals are recycled.",""
"76903HRSCH617AR","W&W-AFCO STEEL LLC (W&W-AFCO STEEL LLC)","614 ART ST, SAN ANGELO,TX 76903","Chromium","332312: Fabricated Structural Metal Manufacturing","1,885.00","255.00","-86.47%","Other Environmental Practices: Recycling - The scrap steel shot was shipped off site to be recycled and not sent to a landfill.",""
"3630WCVNNT4528W","COVENANT STEEL WAREHOUSE (QUALICO STEEL CO INC)","4528 WESTGATE PKWY, DOTHAN,AL 36303","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","1.00","-80%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3811WPRVDN134CH","PROVIDENTIAL FABRICATORS (QUALICO STEEL CO INC)","1340 CHANNEL AVE, MEMPHIS,TN 38113","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","1.00","-80%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3630WQSXXX23CLU","QSI (QUALICO STEEL CO INC)","2300 COLUMBIA HWY, DOTHAN,AL 36303","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","1.00","-80%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical",""
"3610WQLCMS19PAR","QUALICO MISCELLANEOUS INC (QUALICO STEEL CO INC)","1090 PARKER ST, MONTGOMERY,AL 36108","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","1.00","-80%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"5810WTRNRT441MA","TRUENORTH STEEL - FARGO (NA)","4401 MAIN AVE, FARGO,ND 58103","Polycyclic aromatic compounds","332312: Fabricated Structural Metal Manufacturing","848.93","229.37","-72.98%","Source Reduction: Source Reduction - we have moved to a product that is less toxic in 2021 and intend to not use the two products with PACs going forward",""
"5810WTRNRT441MA","TRUENORTH STEEL - FARGO (NA)","4401 MAIN AVE, FARGO,ND 58103","Benzo[g,h,i]perylene","332312: Fabricated Structural Metal Manufacturing","87.63","23.74","-72.91%","Source Reduction: We have switched to less toxic products in 2021",""
"76903HRSCH617AR","W&W-AFCO STEEL LLC (W&W-AFCO STEEL LLC)","614 ART ST, SAN ANGELO,TX 76903","Nickel","332312: Fabricated Structural Metal Manufacturing","1,849.00","505.00","-72.69%","Other Environmental Practices: Recycling - The scrap steel shot was shipped off site to be recycled and not sent to a landfill.",""
"3637WQLCST7797H","QUALICO STEEL CO INC (QUALICO STEEL CO INC)","7797 HWY 52 E, WEBB,AL 36376","Chromium","332312: Fabricated Structural Metal Manufacturing","5.00","2.00","-60%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3630WQSXXX23CLU","QSI (QUALICO STEEL CO INC)","2300 COLUMBIA HWY, DOTHAN,AL 36303","Nickel","332312: Fabricated Structural Metal Manufacturing","23.00","12.00","-47.83%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3630WQSXXX23CLU","QSI (QUALICO STEEL CO INC)","2300 COLUMBIA HWY, DOTHAN,AL 36303","Manganese","332312: Fabricated Structural Metal Manufacturing","44.00","23.00","-47.73%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3595WPRVDN65MUR","PROVIDENTIAL METALS (QUALICO STEEL CO INC)","65 MURRAY CIR, ASHVILLE,AL 35953","Manganese","332312: Fabricated Structural Metal Manufacturing","15.00","8.00","-46.67%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"65803CMSTR2101N","MERRILL IRON & STEEL INC (MERRILL IRON & STEEL)","2101 N PACKER RD, SPRINGFIELD,MO 65803","Manganese compounds","332312: Fabricated Structural Metal Manufacturing","95.00","56.48","-40.55%","Source Reduction: W19: Other changes in operating practices",""
"2932WDVSTL2HRSE","DAVE STEEL CO INC (DAVE STEEL CO INC)","200 HORSESHOE CIR, CHESNEE,SC 29323","Nickel","332312: Fabricated Structural Metal Manufacturing","6,327.29","3,785.86","-40.17%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W73: Substituted coating materials used",""
"2932WDVSTL2HRSE","DAVE STEEL CO INC (DAVE STEEL CO INC)","200 HORSESHOE CIR, CHESNEE,SC 29323","Manganese","332312: Fabricated Structural Metal Manufacturing","33,746.75","20,195.00","-40.16%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W73: Substituted coating materials used",""
"2932WDVSTL2HRSE","DAVE STEEL CO INC (DAVE STEEL CO INC)","200 HORSESHOE CIR, CHESNEE,SC 29323","Chromium","332312: Fabricated Structural Metal Manufacturing","26,363.69","15,776.00","-40.16%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W73: Substituted coating materials used",""
"2932WDVSTL2HRSE","DAVE STEEL CO INC (DAVE STEEL CO INC)","200 HORSESHOE CIR, CHESNEE,SC 29323","Lead","332312: Fabricated Structural Metal Manufacturing","84.36","50.50","-40.14%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W73: Substituted coating materials used",""
"66090MDLND1BCHL","MIDLAND STEEL CO (NA)","202 BOEH LN, WATHENA,KS 66090","Nickel","332312: Fabricated Structural Metal Manufacturing","24.00","16.00","-33.33%","Barriers to P2: Covid-19 Pandemic reductions",""
"66090MDLND1BCHL","MIDLAND STEEL CO (NA)","202 BOEH LN, WATHENA,KS 66090","Chromium","332312: Fabricated Structural Metal Manufacturing","21.00","14.00","-33.33%","Barriers to P2: Covid-19 Pandemic Reductions",""
"66090MDLND1BCHL","MIDLAND STEEL CO (NA)","202 BOEH LN, WATHENA,KS 66090","Manganese","332312: Fabricated Structural Metal Manufacturing","3.00","2.00","-33.33%","Barriers to P2: Covid-19 Pandemic Reductions",""
"3595WPRVDN65MUR","PROVIDENTIAL METALS (QUALICO STEEL CO INC)","65 MURRAY CIR, ASHVILLE,AL 35953","Nickel","332312: Fabricated Structural Metal Manufacturing","5.00","4.00","-20%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3610WQLCMS19PAR","QUALICO MISCELLANEOUS INC (QUALICO STEEL CO INC)","1090 PARKER ST, MONTGOMERY,AL 36108","Manganese","332312: Fabricated Structural Metal Manufacturing","115.00","101.00","-12.17%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3610WQLCMS19PAR","QUALICO MISCELLANEOUS INC (QUALICO STEEL CO INC)","1090 PARKER ST, MONTGOMERY,AL 36108","Nickel","332312: Fabricated Structural Metal Manufacturing","61.00","54.00","-11.48%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"53932RBBNS2STEE","ROBBINS MANUFACTURING INC (ROBBINS MANUFACTURING CO)","200 STEEL RD, FALL RIVER,WI 53932","Manganese","332312: Fabricated Structural Metal Manufacturing","31.83","31.38","-1.41%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"3630WPCXXX985TE","APEC (QUALICO STEEL CO INC)","985 TECHNOLOGY DR, DOTHAN,AL 36303","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication and baghouse dust are recycled to the highest extent practical.",""
"3630WCVNNT4528W","COVENANT STEEL WAREHOUSE (QUALICO STEEL CO INC)","4528 WESTGATE PKWY, DOTHAN,AL 36303","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3811WPRVDN134CH","PROVIDENTIAL FABRICATORS (QUALICO STEEL CO INC)","1340 CHANNEL AVE, MEMPHIS,TN 38113","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3595WPRVDN65MUR","PROVIDENTIAL METALS (QUALICO STEEL CO INC)","65 MURRAY CIR, ASHVILLE,AL 35953","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3630WQSXXX23CLU","QSI (QUALICO STEEL CO INC)","2300 COLUMBIA HWY, DOTHAN,AL 36303","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3610WQLCMS19PAR","QUALICO MISCELLANEOUS INC (QUALICO STEEL CO INC)","1090 PARKER ST, MONTGOMERY,AL 36108","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3637WQLCST7797H","QUALICO STEEL CO INC (QUALICO STEEL CO INC)","7797 HWY 52 E, WEBB,AL 36376","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"76065QLCST28MIL","QUALICO STEEL CO INC TEXAS DIV (QUALICO STEEL CO INC)","2800 MILLER RD, MIDLOTHIAN,TX 76065","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - All fabricated Steel scrap and baghouse dust is recycled to the highest extent practical.",""
"3630WSRVCM4566W","SERVICE MACHINE (QUALICO STEEL CO INC)","4566 WESTGATE PKWY, DOTHAN,AL 36303","Lead","332312: Fabricated Structural Metal Manufacturing","0","0","0%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
