OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-TX,USGS Texas Water Science Center,USGS-08057410,"Trinity Rv bl Dallas, TX",Stream,,12030105,6278,sq mi,6278,sq mi,32.70763139000000,-96.7358319000000,24000,5,seconds,Interpolated from MAP.,NAD83,365.89,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,113,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08066500,"Trinity Rv at Romayor, TX",Stream,,12030203,17186,sq mi,17186,sq mi,30.42520670000000,-94.8507622000000,24000,5,seconds,Interpolated from MAP.,NAD83,25.92,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,291,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08067000,"Trinity Rv at Liberty, TX",Stream,,12030203,17468,sq mi,17468,sq mi,30.05771539000000,-94.8182567000000,24000,5,seconds,Interpolated from MAP.,NAD83,-2.22,feet,.5,feet,Level or other surveyed method.,NGVD29,US,48,291,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08067074,"CWA Canal at Thompson Rd nr Baytown, TX",Stream: Canal,,12040104,,,,,29.80674444000000,-95.0323972000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08067230,"Old Rv Lk site OLDR nr Wallisville, TX","Lake, Reservoir, Impoundment",,12030203,83.1,sq mi,83.1,sq mi,29.83077698000000,-94.7993663000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,071,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08067250,"Trinity Rv at IH 10 nr Wallisville, TX",Stream: Tidal stream,,12030203,,,,,29.83707778000000,-94.7635944000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,0,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,071,,,,20200220,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08068090,"W Fk San Jacinto Rv abv Lk Houston nr Porter, TX",Stream,,12040101,962,sq mi,962,sq mi,30.14116667000000,-95.3382222000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,0,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08068500,"Spring Ck nr Spring, TX",Stream,,12040102,409,sq mi,409,sq mi,30.11049517000000,-95.4363275000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08069500,"W Fk San Jacinto Rv nr Humble, TX",Stream,,12040101,1741,sq mi,1741,sq mi,30.02716385000000,-95.2579888000000,24000,5,seconds,Interpolated from MAP.,NAD83,0.00,feet,.01,feet,Level or other surveyed method.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08070000,"E Fk San Jacinto Rv nr Cleveland, TX",Stream,,12040103,325,sq mi,325,sq mi,30.33659809000000,-95.1040999000000,24000,5,seconds,Interpolated from MAP.,NAD83,107.98,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,291,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08070200,"E Fk San Jacinto Rv nr New Caney, TX",Stream,,12040103,388,sq mi,388,sq mi,30.14523056000000,-95.1246139000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,0,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08071330,"Luce Bayou at Huffman Cleveland Rd nr Huffman, TX",Stream,,12040103,,,,,30.05558889000000,-95.0997722000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08072050,"San Jacinto Rv nr Sheldon, TX",Stream: Tidal stream,,12040104,2879,sq mi,2879,sq mi,29.87633426000000,-95.0938189000000,24000,5,seconds,Interpolated from MAP.,NAD83,00,feet,.1,feet,Level or other surveyed method.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08084100,"Deadman Ck nr Nugent, TX",Stream,,12060102,163,sq mi,163,sq mi,32.67678588000000,-99.6170310000000,24000,5,seconds,Interpolated from MAP.,NAD83,1572,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,253,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08084300,"Clear Fk Brazos Rv at Krooked Lodge nr Lueders, TX",Stream,,12060102,2746,sq mi,2746,sq mi,32.98138333000000,-99.4674750000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1334,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,447,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08111500,"Brazos Rv nr Hempstead, TX",Stream,,12070104,43880,sq mi,34314,sq mi,30.12910626000000,-96.1877387000000,24000,5,seconds,Interpolated from MAP.,NAD83,107.90,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,477,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08114000,"Brazos Rv at Richmond, TX",Stream,,12070104,45107,sq mi,35541,sq mi,29.58245890000000,-95.7577275000000,24000,5,seconds,Interpolated from MAP.,NAD83,27.94,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,157,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08116650,"Brazos Rv nr Rosharon, TX",Stream,,12070104,45339,sq mi,35773,sq mi,29.34968580000000,-95.5824448000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,157,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08117500,"San Bernard Rv nr Boling, TX",Stream,,12090401,727,sq mi,727,sq mi,29.31357967000000,-95.8938421000000,24000,5,seconds,Interpolated from MAP.,NAD83,30.81,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,157,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08155500,"Barton Spgs at Austin, TX",Spring,,12090205,,,,,30.26354169000000,-97.7713947000000,24000,5,seconds,Interpolated from MAP.,NAD83,412.01,feet,.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,48,453,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08159200,"Colorado Rv at Bastrop, TX",Stream,,12090301,39979,sq mi,28576,sq mi,30.10466154000000,-97.3194368000000,24000,5,seconds,Interpolated from MAP.,NAD83,307.38,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,021,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08162000,"Colorado Rv at Wharton, TX",Stream,,12090302,42003,sq mi,30600,sq mi,29.30913668000000,-96.1038482000000,24000,5,seconds,Interpolated from MAP.,NAD83,52.42,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,481,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08162501,"Colorado Rv nr Wadsworth, TX",Stream: Tidal stream,,12090302,42307,sq mi,30904,sq mi,28.77416667000000,-95.9975000000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,321,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164000,"Lavaca Rv nr Edna, TX",Stream,,12100101,817,sq mi,817,sq mi,28.95998449000000,-96.6863668000000,24000,5,seconds,Interpolated from MAP.,NAD83,14.10,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164390,"Navidad Rv at Strane Pk nr Edna, TX",Stream,,12100102,579,sq mi,579,sq mi,29.06553568000000,-96.6741434000000,24000,5,seconds,Interpolated from MAP.,NAD83,42.53,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164450,"Sandy Ck nr Ganado, TX",Stream,,12100102,289,sq mi,289,sq mi,29.16025390000000,-96.5463608000000,24000,5,seconds,Interpolated from MAP.,NAD83,59.72,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164503,"W Mustang Ck nr Ganado, TX",Stream,,12100102,178,sq mi,178,sq mi,29.07185833000000,-96.4680278000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,40.12,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164504,"E Mustang Ck nr Louise, TX",Stream,,12100102,53.9,sq mi,53.9,sq mi,29.07081227000000,-96.4171913000000,24000,5,seconds,Interpolated from MAP.,NAD83,43,feet,1,feet,Reported method of determination.,NGVD29,US,48,481,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08164700,"Arenosa Ck nr Inez, TX",Stream,,12100402,122,sq mi,122,sq mi,28.91360000000000,-96.7735417000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08176500,"Guadalupe Rv at Victoria, TX",Stream,,12100204,5198,sq mi,5198,sq mi,28.79304560000000,-97.0130429000000,24000,5,seconds,Interpolated from MAP.,NAD83,29.15,feet,10,feet,Interpolated from topographic map.,NGVD29,US,48,469,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08178638,"W Elm Ck at Encino Rio at San Antonio, TX",Stream,,12100301,1.70,sq mi,1.70,sq mi,29.62938610000000,-98.4488250000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,940.92,feet,.01,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,48,029,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08188600,"GBRA Calhoun Canal Pump Sta nr Long Mott, TX",Stream: Canal,,12100403,,,,,28.49666700000000,-96.7710941000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,057,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08195000,"Frio Rv at Concan, TX",Stream,,12110106,389,sq mi,389,sq mi,29.48856496000000,-99.7047756000000,24000,5,seconds,Interpolated from MAP.,NAD83,1203.71,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,463,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08211200,"Nueces Rv at Bluntzer, TX",Stream,,12110111,16611,sq mi,16611,sq mi,27.93779594000000,-97.7758308000000,24000,5,seconds,Interpolated from MAP.,NAD83,0.0,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,355,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08475000,"Rio Grande nr Brownsville, TX",Stream,,13090002,176333,sq mi,176333,sq mi,25.87674793000000,-97.4544260000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,3,feet,Interpolated from topographic map.,NGVD29,US,48,061,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285331096343501,"Lk Texana Site AC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.89470890000000,-96.5749749000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285816096320201,"Lk Texana Site CC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.97553885000000,-96.5316397000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285940096312101,"Lk Texana Site EC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.99914898000000,-96.5216393000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-290042096331401,"Lk Texana Site DC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.99942684000000,-96.5449733000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292618099165901,TD-69-38-601 (Seco Creek Well),Well,,12110107,,,,,29.43856519000000,-99.2833738000000,24000,1,seconds,Interpolated from MAP.,NAD83,1008.30,feet,1,feet,Level or other surveyed method.,NGVD29,US,48,325,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19570516,538,ft,538,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292943098354404,AY-68-36-132 (Z DED),Well,,12100301,,,,,29.49527778000000,-98.5955556000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,848,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards Limestone,Confined single aquifer,20070804,596.5,ft,616,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293252098380801,AY-68-27-610 (Parkwood Park),Well,,12100302,,,,,29.54777778000000,-98.6355556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,896,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980701,229,ft,229,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293405098394201,AY-68-27-609 (Western Oak),Well,,12100302,,,,,29.56805556000000,-98.6616667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980628,261,ft,261,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293516098325501,AY-68-28-211 (Shavano Park at Fawn Drive),Well,,12100301,,,,,29.58777778000000,-98.5486111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,975,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980623,300,ft,303.3,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293559098284801,AY-68-29-112 (Donella),Well,,12100301,,,,,29.59972220000000,-98.4800000000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,889,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980206,260,ft,260,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293746098265401,AY-68-21-806 (Encino Rio),Well,,12100301,,,,,29.62944444000000,-98.4483333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980501,290,ft,290,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294300098080001,DX-68-23-301 (Comal 1),Spring,,12100202,,,,,29.71277778000000,-98.1375000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,623.10,feet,1,feet,Level or other surveyed method.,NGVD29,US,48,091,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Confined single aquifer,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294607095042700,"Lynchburg Res nr Intake Structure nr Baytown, TX","Lake, Reservoir, Impoundment",,12040104,,,,,29.76856667000000,-95.0742028000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,24,feet,10,feet,Interpolated from topographic map.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294643095035200,"Lynchburg Res nr CWA Canal Inflow nr Baytown, TX","Lake, Reservoir, Impoundment",,12040104,,,,,29.77858610000000,-95.0644278000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,24,feet,10,feet,Interpolated from topographic map.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-295554095093401,"Lk Houston at mouth of Jack's Ditch nr Houston, TX","Lake, Reservoir, Impoundment",,12040101,,,,,29.93825000000000,-95.1667778000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,43,feet,2.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-295826095082200,"Lk Houston S Union Pacific RR Bridge nr Houston,TX","Lake, Reservoir, Impoundment",,12040101,,,,,29.97393333000000,-95.1393833000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,45,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-362959100065801,SH-04-40-103,Well,,11100203,,,,,36.49976110000000,-100.1162306000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2576,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,295,High Plains aquifer,Ogallala Formation,,20090108,405,ft,405,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-09326500,"FERRON CREEK (UPPER STATION) NEAR FERRON, UT",Stream,,14060009,138,sq mi,,,39.10413724000000,-111.2165589000000,,5,seconds,Interpolated from MAP.,NAD83,6210.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,015,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-09379500,"SAN JUAN RIVER NEAR BLUFF, UT",Stream,,14080205,23000,sq mi,,,37.15067778000000,-109.8666889000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4046.22,feet,.21,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,49,037,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10168000,LITTLE COTTONWOOD CREEK @ JORDAN RIVER NR SLC,Stream,,16020204,46.0,sq mi,,,40.66430556000000,-111.8988610000000,,1,seconds,Interpolated from Digital MAP.,NAD83,4254.24,feet,.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,49,035,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10171000,"JORDAN RIVER @ 1700 SOUTH @ SALT LAKE CITY, UT",Stream,,16020204,3438.00,sq mi,3183,sq mi,40.73355737000000,-111.9232703000000,,5,seconds,Interpolated from MAP.,NAD83,4222.64,feet,.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,49,035,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-402842111263101,(D- 4- 4)12dcc- 1,Well,,16020203,,,,,40.47841667000000,-111.4430278000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5545.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,051,,Valley Fill,Unconfined single aquifer,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403316111510601,(D- 3- 1)16ccb- 1,Well,,16020204,,,,,40.55436944000000,-111.8516222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4725,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19990522,73,ft,73,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403420111530101,(D- 3- 1) 7cab- 1,Well,,16020204,,,,,40.57231389000000,-111.8837250000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4486,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19990613,77.5,ft,78.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403524111512901,(D- 3- 1) 5aca- 1   LUS32,Well,,16020204,,,,,40.58994167000000,-111.8580472000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4640,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19990614,88.5,ft,88.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403524111572201,(C- 3- 1) 4acb- 1   LUS33,Well,,16020204,,,,,40.59003330000000,-111.9560389000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4466,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19990611,95.5,ft,96,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403627111495701,(D- 2- 1)34bbc- 1   LUS26D,Well,,16020204,,,,,40.60753610000000,-111.8327360000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4591,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19990624,77.5,ft,77.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403729111581701,(C- 2- 1)20ddc- 1,Well,,16020204,,,,,40.62467220000000,-111.9713722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4477,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,,92.5,ft,93.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403736111521401,(D- 2- 1)20ccb- 2,Well,,16020204,,,,,40.62656667000000,-111.8704444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4411,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19990624,105.5,ft,105.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-403914111580201,(C- 2- 1) 9ccc- 3,Well,,16020204,,,,,40.65389720000000,-111.9671417000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4462,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19990602,83.5,ft,83.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-404012111572101,(C- 2- 1) 4dcb- 1,Well,,16020204,,,,,40.66996944000000,-111.9559222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4331,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19990424,38.5,ft,38.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-404022111580801,(C- 2- 1) 5dac- 2,Well,,16020204,,,,,40.67270830000000,-111.9688110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4371,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,035,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19990519,113.5,ft,113.5,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-413900111520003,"Ditch 675 ft DS outfall pipe nr Miller Rd,Hyrum UT",Stream: Ditch,,16010203,,,,,41.65753889000000,-111.8689889000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4524,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,49,005,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-420715111175701,Mud Lake at Causeway Breach,"Lake, Reservoir, Impoundment",,16010201,,,,,42.12075000000000,-111.2990833000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,5928,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,16,007,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01621050,"MUDDY CREEK AT MOUNT CLINTON, VA",Stream,,02070005,14.3,sq mi,,,38.48679008000000,-78.9603074900000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1360.21,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,51,165,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01628500,"S F SHENANDOAH RIVER NEAR LYNNWOOD, VA",Stream,,02070005,1079,sq mi,,,38.32262796000000,-78.7547457000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1001.74,feet,.11,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,165,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01631000,"S F SHENANDOAH RIVER AT FRONT ROYAL, VA",Stream,,02070005,1634,sq mi,,,38.91400059000000,-78.2108338800000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,468.93,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,51,187,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01632900,"SMITH CREEK NEAR NEW MARKET, VA",Stream,,02070006,93.6,sq mi,,,38.69345016000000,-78.6427935000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,880.84,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,51,171,,,,,,,,,NWIS
